ouch,11
slimy,11
horses,11
favorite,11
hesitated,11
afterward,11
unpleasant,11
password,11
interested,11
bought,11
shrugging,11
problem,11
transfiguration,11
outstretched,11
visible,11
whisper,11
torn,11
catching,11
peered,11
mistake,11
risen,11
predictions,11
folded,11
failed,11
glance,11
parkinson,11
mine,11
pause,11
paid,11
page,11
involved,11
stuffed,11
refused,11
horrified,11
concentrate,11
skeeter's,11
fifth,11
police,11
irritably,11
nodding,11
solid,11
shrugged,11
who'd,11
neville's,11
silk,11
scene,11
interesting,11
level,11
rubbing,11
quaffle,11
nearest,11
ropes,11
street,11
difficulty,11
reason,11
bubble,11
ashamed,11
rush,11
fair,11
sooner,11
seeker,11
sometimes,11
chin,11
safely,11
beam,11
garden,11
lawn,11
warm,11
lights,11
surrounding,11
buckbeak,11
discovered,11
straightened,11
doorway,11
effect,11
sides,11
wet,11
bewildered,11
george's,11
thoroughly,11
bother,11
examined,11
bang,11
bank,11
woke,11
weasleys',11
dully,11
journey,11
bulgaria,11
quarter,11
jordan,11
paying,11
cabinet,11
state,11
order,11
eating,11
weather,10
sack,10
noises,10
pleasure,10
panting,10
cupboard,10
explained,10
bar,10
hufflepuffs,10
causing,10
bowl,10
snapes,10
cast,10
yard,10
view,10
lightning,10
dull,10
louder,10
brains,10
impressed,10
movement,10
aid,10
strangely,10
practicing,10
insisted,10
crept,10
tight,10
games,10
extraordinary,10
falling,10
quivering,10
idiot,10
comes,10
disappointed,10
escape,10
recognize,10
midair,10
cloaks,10
percy's,10
perform,10
dashed,10
pure,10
exploded,10
country,10
continuing,10
practice,10
teachers,10
mistaken,10
blinked,10
understood,10
cheers,10
muttering,10
behavior,10
sleeve,10
polyjuice,10
stupefy,10
spectacles,10
could've,10
mist,10
armor,10
wildly,10
fury,10
painful,10
wheezy,10
longbottom,10
lap,10
bowing,10
circular,10
flitwick,10
unconscious,10
weed,10
armchair,10
badge,10
remaining,10
squinting,10
birthday,10
paused,10
national,10
molly,10
pretending,10
soaring,10
burrow,10
learned,10
distance,10
gently,10
madly,10
steam,10
frog,10
icy,10
dimly,10
concerned,10
reply,10
listened,10
questions,10
opportunity,10
hey,10
till,10
burn,10
shadows,10
named,10
bubbles,10
massive,10
careful,10
fluttered,10
gaze,10
formed,10
deaths,10
chocolate,10
fought,10
widening,10
ingredients,10
bulging,10
woods,10
would've,10
lines,10
lined,10
cheering,10
desperately,10
staggered,10
peering,10
possibly,10
yeh're,10
friendly,10
illuminated,10
stare,10
pacing,10
flashing,10
pile,10
safe,9
flung,9
goes,9
goal,9
lovely,9
wished,9
disapparated,9
amazement,9
astonished,9
favor,9
stubbornly,9
broad,9
crying,9
silently,9
curtly,9
rid,9
rumors,9
awoken,9
prevent,9
add,9
finish,9
moments,9
event,9
hoped,9
flickered,9
answered,9
announced,9
leaves,9
fill,9
member,9
trunks,9
distinctly,9
series,9
innocent,9
mullet,9
secrets,9
wailing,9
rarely,9
terror,9
pig,9
injured,9
davies,9
hearth,9
avoiding,9
she'll,9
shapes,9
shaped,9
amazing,9
minerva,9
evidently,9
chosen,9
lower,9
knife,9
brother,9
contained,9
enchanted,9
lives,9
risk,9
gargoyle,9
amused,9
flash,9
where's,9
bushes,9
hungry,9
cutting,9
nagini,9
hostages,9
owing,9
appear,9
danger,9
orange,9
joking,9
brothers,9
furs,9
teaching,9
manage,9
source,9
situation,9
spoken,9
reminded,9
cooperation,9
shivering,9
moaning,9
meanwhile,9
twinkling,9
niffler,9
tangled,9
overhead,9
clapping,9
hill,9
key,9
sixth,9
giggling,9
cushion,9
waist,9
fangs,9
substance,9
shop,9
takes,9
advice,9
wings,9
beckoned,9
judging,9
ice,9
saturday,9
mess,9
diggory's,9
acting,9
fires,9
ignored,9
delighted,9
crowded,9
beat,9
sighed,9
unicorn,9
stinks,9
darting,9
zoomed,9
worrying,9
heading,9
magnificent,9
shadowy,9
toast,9
lack,9
murder,9
dragging,9
weekly,9
smoke,9
station,9
north,9
force,9
deeper,9
knee,9
easily,9
feather,9
drinks,9
fer,9
attempted,9
pounding,9
brave,9
cottage,9
grave,9
platform,9
darkly,9
wore,9
grindylows,9
riddles,9
singing,9
boxes,9
meaning,9
due,9
bearing,9
dobby's,9
nostrils,9
overheard,9
statue,9
helping,9
bodies,9
stunning,9
bedside,9
shamrock,9
fallen,9
squashed,9
anxiously,9
forbidden,9
rows,9
cry,9
avada,9
what're,9
should've,9
pupils,9
hexes,9
sank,9
obvious,9
spiral,9
pick,9
children,8
dumbledores,8
written,8
express,8
drawn,8
ripped,8
spy,8
snatched,8
mcgonagall's,8
misty,8
model,8
forgive,8
faded,8
eyed,8
unicorns,8
it'll,8
bone,8
bowed,8
fluttering,8
limped,8
s'pose,8
sweater,8
jumping,8
future,8
steadily,8
message,8
younger,8
sisters,8
trace,8
arrival,8
spat,8
malfoys,8
grimly,8
prospect,8
britain,8
arguing,8
midnight,8
fleur's,8
girls',8
spare,8
hearing,8
hooked,8
velvet,8
discuss,8
faced,8
thoughtfully,8
kettle,8
tuesday,8
limp,8
climbing,8
reveal,8
gloomily,8
dimitrov,8
obsessed,8
chains,8
damn,8
shudder,8
moaned,8
strained,8
bushy,8
accio,8
warning,8
search,8
eagle,8
otherwise,8
weatherby,8
marched,8
saved,8
irritated,8
sounding,8
paces,8
roughly,8
avoided,8
beaten,8
handsome,8
twitching,8
upset,8
exhausted,8
bite,8
adding,8
annoyed,8
illegal,8
experience,8
tentatively,8
raise,8
yelling,8
herbology,8
loved,8
nowhere,8
benches,8
clutched,8
weak,8
collar,8
dislike,8
accept,8
fawkes,8
attached,8
hooded,8
ordinary,8
sentence,8
vaguely,8
straightening,8
glimpse,8
insides,8
harsh,8
fancy,8
stranger,8
jet,8
fifteen,8
handle,8
fairly,8
ink,8
concealed,8
according,8
binding,8
erupted,8
whenever,8
nevertheless,8
regulation,8
impressive,8
blinking,8
snakes,8
accompanied,8
bloody,8
blame,8
dragged,8
mirror,8
beds,8
square,8
hip,8
beak,8
dangling,8
yesterday,8
effort,8
accident,8
considered,8
ruined,8
caretaker,8
ghostly,8
whatsoever,8
master's,8
purpose,8
swirling,8
chasers,8
sports,8
kissed,8
teachers',8
faster,8
foul,8
foe,8
prove,8
muffled,8
eyelids,8
grip,8
memories,8
decide,8
grapefruit,8
farther,8
yell,8
protruding,8
loose,8
staying,8
clouds,8
hotly,8
opinion,8
godfather,8
juice,8
rushed,8
lose,8
mass,8
barn,8
treat,8
released,8
attempting,8
yule,8
subject,8
length,8
who're,8
thomas,8
whispering,8
borrow,8
unlike,8
whipped,8
kedavra,8
striding,8
performed,8
climb,8
dying,8
hooting,8
filling,8
trusts,8
wishing,8
chilly,8
tie,8
o,8
bulgarians,8
daring,8
pretend,8
distracted,7
mascots,7
alarm,7
cat,7
car,7
filthy,7
balls,7
tap,7
utterly,7
scowling,7
bending,7
buzzing,7
depths,7
sun,7
finnigan,7
dustbins,7
politely,7
bow,7
tense,7
roger,7
whereabouts,7
blasted,7
clapped,7
weekend,7
screwed,7
bin,7
brilliant,7
liking,7
kiss,7
bore,7
heels,7
duty,7
introduce,7
approaching,7
absence,7
mood,7
dust,7
crates,7
meantime,7
jets,7
'round,7
duck,7
act,7
setting,7
poking,7
wherever,7
briefly,7
portkeys,7
fist,7
drown,7
nerves,7
cream,7
taps,7
owned,7
winged,7
clean,7
flooding,7
sliding,7
choice,7
desire,7
tray,7
continue,7
thickly,7
goblin,7
doubted,7
bleeding,7
vicious,7
cozy,7
flight,7
blow,7
cook,7
closing,7
lies,7
shimmering,7
details,7
eerie,7
tournament's,7
oak,7
snapping,7
handful,7
blunder,7
awoke,7
letting,7
bludger,7
ladies,7
crocodile,7
nifflers,7
houses,7
sneaked,7
frantically,7
ginger,7
potato,7
holiday,7
aback,7
thousands,7
career,7
cruel,7
spotting,7
briskly,7
chunk,7
judges',7
sting,7
flatly,7
proper,7
abou',7
frozen,7
surveyed,7
winked,7
ideas,7
bird,7
habit,7
london,7
players,7
apparate,7
cared,7
unable,7
trelawney's,7
killing,7
pack,7
mountain,7
coins,7
hated,7
undoubtedly,7
orders,7
bringing,7
cheek,7
player,7
gentlemen,7
backed,7
bounced,7
speeding,7
paddock,7
vast,7
wiped,7
stopping,7
hike,7
backs,7
conjure,7
decent,7
roots,7
urgent,7
false,7
beamed,7
incredulously,7
flickering,7
largest,7
exceptionally,7
guard,7
dressing,7
carriages,7
else's,7
containing,7
might've,7
frowned,7
collect,7
dazed,7
blackboard,7
curled,7
bench,7
forgot,7
fake,7
mysterious,7
zis,7
leprechaun,7
rule,7
blimey,7
suspected,7
action,7
although,7
hex,7
lowering,7
ends,7
measure,7
warn,7
norris,7
cheerful,7
difference,7
accidentally,7
handkerchief,7
instant,7
masks,7
entire,7
focus,7
clearer,7
yours,7
masters,7
scaly,7
security,7
curious,7
alastor,7
terms,7
ve,7
toffee,7
st,7
families,7
pausing,7
kidding,7
heat,7
limit,7
boys',7
places,7
lupin,7
unmistakably,7
contrary,7
interview,7
partner,7
breathe,7
losing,7
diet,7
relieved,7
burned,7
arriving,7
insane,7
envelope,7
remain,7
chose,7
trick,7
shame,7
learn,7
ignoring,7
preparing,7
insult,7
theory,7
landing,7
dropping,7
swiftly,7
disapparate,7
curl,7
dry,7
concentrated,7
dot,7
don,7
'e,7
lock,7
attempt,7
swaying,7
puzzled,7
dim,7
raising,7
fetch,7
survive,7
crumpled,7
widely,7
shout,7
sweeping,7
offering,7
squealed,7
suffered,7
l,7
apparating,7
rounded,7
aurors,6
stole,6
makes,6
slipping,6
plainly,6
glory,6
miserable,6
horribly,6
nature,6
gritted,6
mental,6
foolish,6
convinced,6
unfolded,6
suspicious,6
stroll,6
fudge's,6
clawed,6
amount,6
decorations,6
nerve,6
other's,6
autograph,6
broadly,6
saving,6
blazing,6
boot,6
lopsided,6
ate,6
rug,6
strength,6
calm,6
boy's,6
cake,6
tying,6
aim,6
hairy,6
breathed,6
score,6
spew,6
levski,6
squid,6
rattling,6
sarcastically,6
caused,6
birds,6
agree,6
masked,6
graveyard,6
mainly,6
clump,6
sticking,6
breeze,6
selected,6
instance,6
gathered,6
underground,6
hood,6
gamekeeper,6
thursday,6
blocking,6
consider,6
sobs,6
struggle,6
forming,6
toffees,6
heavens,6
booming,6
realize,6
must've,6
prize,6
perfumed,6
evil,6
snow,6
spider's,6
remove,6
child,6
dawn,6
